Fecha,Cantidad
2023-04-03,48
2023-04-04,50
2023-04-05,32
2023-04-06,29
2023-04-07,28
2023-04-08,44
2023-04-09,36
2023-04-10,67
2023-04-11,59
2023-04-12,73
2023-04-13,72
2023-04-14,63
2023-04-15,64
2023-04-16,47
2023-04-17,60
2023-04-18,76
2023-04-19,69
2023-04-20,56
2023-04-21,74
2023-04-22,75
2023-04-23,46
2023-04-24,54
2023-04-25,73
2023-04-26,73
2023-04-27,69
2023-04-28,70
2023-04-29,53
2023-04-30,40
2023-05-01,29
2023-05-02,37
2023-05-03,72
2023-05-04,64
2023-05-05,85
2023-05-06,50
2023-05-07,57
2023-05-08,56
2023-05-09,70
2023-05-10,59
2023-05-11,65
2023-05-12,68
2023-05-13,59
2023-05-14,38
2023-05-15,26
2023-05-16,61
2023-05-17,63
2023-05-18,48
2023-05-19,83
2023-05-20,51
2023-05-21,64
2023-05-22,59
2023-05-23,73
2023-05-24,56
2023-05-25,73
2023-05-26,62
2023-05-27,63
2023-05-28,59
2023-05-29,62
2023-05-30,58
2023-05-31,56
2023-06-01,61
2023-06-02,60
2023-06-03,48
2023-06-04,49
2023-06-05,72
2023-06-06,65
2023-06-07,73
2023-06-08,45
2023-06-09,80
2023-06-10,41
2023-06-11,50
2023-06-12,47
2023-06-13,52
2023-06-14,46
2023-06-15,56
2023-06-16,75
2023-06-17,56
2023-06-18,34
2023-06-19,57
2023-06-20,68
2023-06-21,61
2023-06-22,66
2023-06-23,47
2023-06-24,47
2023-06-25,45
2023-06-26,53
2023-06-27,49
2023-06-28,44
2023-06-29,72
2023-06-30,68
2023-07-01,63
2023-07-02,54
2023-07-03,63
2023-07-04,78
2023-07-05,60
2023-07-06,63
2023-07-07,54
2023-07-08,48
2023-07-09,39
2023-07-10,63
2023-07-11,68
2023-07-12,77
2023-07-13,76
2023-07-14,63
2023-07-15,48
2023-07-16,32
2023-07-17,46
2023-07-18,73
2023-07-19,48
2023-07-20,68
2023-07-21,73
2023-07-22,45
2023-07-23,39
2023-07-24,63
2023-07-25,58
2023-07-26,46
2023-07-27,48
2023-07-28,55
2023-07-29,28
2023-07-30,34
2023-07-31,39
2023-08-01,35
2023-08-02,50
2023-08-03,49
2023-08-04,52
2023-08-05,32
2023-08-06,34
2023-08-07,40
2023-08-08,40
2023-08-09,27
2023-08-10,48
2023-08-11,54
2023-08-12,36
2023-08-13,27
2023-08-14,31
2023-08-15,13
2023-08-16,31
2023-08-17,31
2023-08-18,34
2023-08-19,26
2023-08-20,31
2023-08-21,41
2023-08-22,34
2023-08-23,43
2023-08-24,33
2023-08-25,32
2023-08-26,33
2023-08-27,23
2023-08-28,44
2023-08-29,42
2023-08-30,50
2023-08-31,52
2023-09-01,60
2023-09-02,46
2023-09-03,39
2023-09-04,52
2023-09-05,48
2023-09-06,59
2023-09-07,59
2023-09-08,65
2023-09-09,41
2023-09-10,46
2023-09-11,57
2023-09-12,58
2023-09-13,83
2023-09-14,59
2023-09-15,60
2023-09-16,43
2023-09-17,53
2023-09-18,46
2023-09-19,66
2023-09-20,70
2023-09-21,70
2023-09-22,59
2023-09-23,37
2023-09-24,59
2023-09-25,62
2023-09-26,60
2023-09-27,72
2023-09-28,73
2023-09-29,67
2023-09-30,62
2023-10-01,66
2023-10-02,73
2023-10-03,64
2023-10-04,83
2023-10-05,64
2023-10-06,59
2023-10-07,60
2023-10-08,61
2023-10-09,71
2023-10-10,80
2023-10-11,87
2023-10-12,53
2023-10-13,66
2023-10-14,55
2023-10-15,50
2023-10-16,61
2023-10-17,53
2023-10-18,44
2023-10-19,85
2023-10-20,63
2023-10-21,57
2023-10-22,57
2023-10-23,60
2023-10-24,72
2023-10-25,59
2023-10-26,63
2023-10-27,70
2023-10-28,38
2023-10-29,53
2023-10-30,64
2023-10-31,74
2023-11-01,46
2023-11-02,63
2023-11-03,56
2023-11-04,53
2023-11-05,43
2023-11-06,59
2023-11-07,80
2023-11-08,75
2023-11-09,45
2023-11-10,71
2023-11-11,41
2023-11-12,44
2023-11-13,72
2023-11-14,64
2023-11-15,49
2023-11-16,54
2023-11-17,64
2023-11-18,53
2023-11-19,62
2023-11-20,57
2023-11-21,79
2023-11-22,65
2023-11-23,70
2023-11-24,78
2023-11-25,69
2023-11-26,52
2023-11-27,56
2023-11-28,68
2023-11-29,72
2023-11-30,86
2023-12-01,83
2023-12-02,71
2023-12-03,59
2023-12-04,62
2023-12-05,72
2023-12-06,42
2023-12-07,49
2023-12-08,39
2023-12-09,39
2023-12-10,55
2023-12-11,61
2023-12-12,67
2023-12-13,71
2023-12-14,77
2023-12-15,95
2023-12-16,68
2023-12-17,52
2023-12-18,73
2023-12-19,74
2023-12-20,92
2023-12-21,75
2023-12-22,78
2023-12-23,57
2023-12-24,41
2023-12-25,49
2023-12-26,53
2023-12-27,61
2023-12-28,42
2023-12-29,43
2023-12-30,55
2023-12-31,39
2024-01-01,26
2024-01-02,33
2024-01-03,52
2024-01-04,58
2024-01-05,52
2024-01-06,44
2024-01-07,30
2024-01-08,49
2024-01-09,64
2024-01-10,60
2024-01-11,46
2024-01-12,68
2024-01-13,48
2024-01-14,42
2024-01-15,69
2024-01-16,49
2024-01-17,70
2024-01-18,32
2024-01-19,67
2024-01-20,66
2024-01-21,45
2024-01-22,48
2024-01-23,67
2024-01-24,63
2024-01-25,81
2024-01-26,66
2024-01-27,44
2024-01-28,39
2024-01-29,50
2024-01-30,65
2024-01-31,51
2024-02-01,55
2024-02-02,87
2024-02-03,61
2024-02-04,37
2024-02-05,56
2024-02-06,58
2024-02-07,44
2024-02-08,71
2024-02-09,81
2024-02-10,51
2024-02-11,39
2024-02-12,64
2024-02-13,59
2024-02-14,48
2024-02-15,73
2024-02-16,68
2024-02-17,54
2024-02-18,37
2024-02-19,50
2024-02-20,59
2024-02-21,65
2024-02-22,60
2024-02-23,55
2024-02-24,45
2024-02-25,38
2024-02-26,48
2024-02-27,75
2024-02-28,61
2024-02-29,62
2024-03-01,77
2024-03-02,71
2024-03-03,35
2024-03-04,51
2024-03-05,49
2024-03-06,68
2024-03-07,80
2024-03-08,95
2024-03-09,71
2024-03-10,56
2024-03-11,64
2024-03-12,50
2024-03-13,66
2024-03-14,62
2024-03-15,56
2024-03-16,62
2024-03-17,38
2024-03-18,55
2024-03-19,54
2024-03-20,61
2024-03-21,64
2024-03-22,54
2024-03-23,40
2024-03-24,43
2024-03-25,41
2024-03-26,61
2024-03-27,40
2024-03-28,26
2024-03-29,28
2024-03-30,35
2024-03-31,31
2024-04-01,38
2024-04-02,50
2024-04-03,71
2024-04-04,73
2024-04-05,71
2024-04-06,47
2024-04-07,42
2024-04-08,58
2024-04-09,62
2024-04-10,74
2024-04-11,74
2024-04-12,76
2024-04-13,67
2024-04-14,48
2024-04-15,65
2024-04-16,67
2024-04-17,63
2024-04-18,80
2024-04-19,78
2024-04-20,56
2024-04-21,36
2024-04-22,60
2024-04-23,63
2024-04-24,54
2024-04-25,61
2024-04-26,74
2024-04-27,54
2024-04-28,45
2024-04-29,60
2024-04-30,50
